The First Hostage (J.B. Collins #2),http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/../../media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,Three,25.85,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
The Dovekeepers,http://books.toscrape.com/catalogue/the-dovekeepers_748/../../media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,One,48.78,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Darkest Lie,http://books.toscrape.com/catalogue/the-darkest-lie_747/../../media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg,Five,35.35,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Bane Chronicles (The Bane Chronicles #1-11),http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/../../media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg,Four,44.73,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/../../media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg,One,15.77,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The 14th Colony (Cotton Malone #11),http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/../../media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg,One,39.24,In stock (14 available),thriller_37,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
That Darkness (Gardiner and Renner #1),http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/../../media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg,One,13.92,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Tastes Like Fear (DI Marnie Rome #3),http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/../../media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg,One,10.69,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/category/books/mystery_3/index.html
Take Me with You,http://books.toscrape.com/catalogue/take-me-with-you_741/../../media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg,Three,45.21,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Swell: A Year of Waves,http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/../../media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg,One,45.58,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/../../media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg,Five,11.89,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Still Life with Bread Crumbs,http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/../../media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg,Three,26.41,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Steve Jobs,http://books.toscrape.com/catalogue/steve-jobs_737/../../media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg,Five,39.5,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/../../media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg,Four,44.74,In stock (14 available),science_22,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Someone Like You (The Harrisons #2),http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/../../media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg,Five,52.79,In stock (14 available),contemporary_38,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html
So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6),http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/../../media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg,Four,35.43,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Shtum,http://books.toscrape.com/catalogue/shtum_733/../../media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg,Four,55.84,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
See America: A Celebration of Our National Parks & Treasured Sites,http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/../../media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg,Three,48.87,In stock (14 available),travel_2,http://books.toscrape.com/catalogue/category/books/travel_2/index.html
salt.,http://books.toscrape.com/catalogue/salt_731/../../media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg,Four,46.78,In stock (14 available),poetry_23,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Robin War,http://books.toscrape.com/catalogue/robin-war_730/../../media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg,Three,47.82,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1),http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/../../media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg,Two,25.48,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Rain Fish,http://books.toscrape.com/catalogue/rain-fish_728/../../media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg,Three,23.57,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Quarter Life Poetry: Poems for the Young, Broke and Hangry,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/../../media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg,Five,50.89,In stock (14 available),poetry_23,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Pet Sematary,http://books.toscrape.com/catalogue/pet-sematary_726/../../media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg,Three,10.56,In stock (14 available),horror_31,http://books.toscrape.com/catalogue/category/books/horror_31/index.html
Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/../../media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg,Three,52.15,In stock (14 available),self-help_41,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html
Once Was a Time,http://books.toscrape.com/catalogue/once-was-a-time_724/../../media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,Two,18.28,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Old School (Diary of a Wimpy Kid #10),http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/../../media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg,Five,11.83,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/category/books/humor_30/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/../../media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg,Two,21.95,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14),http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/../../media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg,Two,38.39,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
My Name Is Lucy Barton,http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/../../media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg,One,41.56,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
My Mrs. Brown,http://books.toscrape.com/catalogue/my-mrs-brown_719/../../media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg,Three,24.48,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
My Kind of Crazy,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/../../media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg,One,40.36,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/../../media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg,One,28.9,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
More Than Music (Chasing the Dream #1),http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/../../media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,Two,37.61,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Made to Stick: Why Some Ideas Survive and Others Die,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/../../media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg,Five,38.85,In stock (14 available),business_35,http://books.toscrape.com/catalogue/category/books/business_35/index.html
Luis Paints the World,http://books.toscrape.com/catalogue/luis-paints-the-world_714/../../media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,Three,53.95,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Luckiest Girl Alive,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/../../media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg,Three,49.83,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Lowriders to the Center of the Earth (Lowriders in Space #2),http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/../../media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg,Two,51.51,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Love Is a Mix Tape (Music #1),http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/../../media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,One,18.03,In stock (14 available),music_14,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Looking for Lovely: Collecting the Moments that Matter,http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/../../media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg,Five,29.14,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/../../media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg,Four,46.91,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Let It Out: A Journey Through Journaling,http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/../../media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg,Five,26.79,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Lady Midnight (The Dark Artifices #1),http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/../../media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg,Five,16.28,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/../../media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg,One,19.55,In stock (14 available),food-and-drink_33,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Island of Dragons (Unwanteds #7),http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/../../media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg,One,29.65,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/../../media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg,Four,25.98,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/category/books/humor_30/index.html
I Am Pilgrim (Pilgrim #1),http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/../../media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg,Four,10.6,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened,http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/../../media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg,Five,14.75,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/category/books/humor_30/index.html
Hush, Hush (Hush, Hush #1),http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/../../media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg,Three,47.02,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Hold Your Breath (Search and Rescue #1),http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/../../media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg,One,28.82,In stock (14 available),romance_8,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
Hamilton: The Revolution,http://books.toscrape.com/catalogue/hamilton-the-revolution_699/../../media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg,Three,58.79,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Greek Mythic History,http://books.toscrape.com/catalogue/greek-mythic-history_698/../../media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg,Five,10.23,In stock (14 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
God: The Most Unpleasant Character in All Fiction,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/../../media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,Five,30.03,In stock (14 available),religion_12,http://books.toscrape.com/catalogue/category/books/religion_12/index.html
